record_id,state,district,taluk,hobli,office_type,rsk_name,office_name,designation,officer_name,cug_number,all_phones,place_of_office,pincode,verification_status,source_sl_no,source_line,source_record_raw
KA_BENGALURU_RURAL_DEVANAHALLI_291,Karnataka,Bengaluru Rural,Devanahalli,,RSK,Asst. Director of Agriculture Devanahalli,RSK Asst. Director of Agriculture Devanahalli,Agriculture Officer Kundana,,8884006512,8884006512,Asst. Director of Agriculture Devanahalli,,VERIFIED_FROM_OFFICIAL_SOURCE,12,291,Asst. Director of Agriculture Devanahalli | Agriculture Officer Kundana | 8884006512
KA_BENGALURU_RURAL_DEVANAHALLI_295,Karnataka,Bengaluru Rural,Devanahalli,,RSK,Asst. Director of Agriculture Devanahalli,RSK Asst. Director of Agriculture Devanahalli,Agriculture Officer Kasaba,,8884006458,8884006458,Asst. Director of Agriculture Devanahalli,,VERIFIED_FROM_OFFICIAL_SOURCE,13,295,Asst. Director of Agriculture Devanahalli | Agriculture Officer Kasaba | 8884006458
KA_BENGALURU_RURAL_DEVANAHALLI_299,Karnataka,Bengaluru Rural,Devanahalli,,RSK,Asst. Director of Agriculture Devanahalli,RSK Asst. Director of Agriculture Devanahalli,Agriculture Officer Vijayapura,,8884006443,8884006443,Asst. Director of Agriculture Devanahalli,,VERIFIED_FROM_OFFICIAL_SOURCE,14,299,Asst. Director of Agriculture Devanahalli | Agriculture Officer Vijayapura | 8884006443
KA_BENGALURU_RURAL_DEVANAHALLI_303,Karnataka,Bengaluru Rural,Devanahalli,,RSK,Asst. Director of Agriculture Devanahalli,RSK Asst. Director of Agriculture Devanahalli,Agriculture Officer Channarayapattana,,8884006450,8884006450,Asst. Director of Agriculture Devanahalli,,VERIFIED_FROM_OFFICIAL_SOURCE,15,303,Asst. Director of Agriculture Devanahalli | Agriculture Officer Channarayapattana | 8884006450
KA_BENGALURU_RURAL_DODDABALLAPUR_307,Karnataka,Bengaluru Rural,Doddaballapur,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Doddaballapur,Asst. Director of Agriculture Doddaballapur,,8277929961,8277929961,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,16,307,Asst. Director of Agriculture Doddaballapur | Asst. Director of Agriculture Doddaballapur | 8277929961
KA_BENGALURU_RURAL_DODDABALLAPUR_311,Karnataka,Bengaluru Rural,Doddaballapur,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Doddaballapur,Agriculture Officer To-1,,8277929965,8277929965,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,17,311,Asst. Director of Agriculture Doddaballapur | Agriculture Officer To-1 | 8277929965
KA_BENGALURU_RURAL_DODDABALLAPUR_315,Karnataka,Bengaluru Rural,Doddaballapur,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Doddaballapur,Agriculture Officer To-2,,8277929971,8277929971,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,18,315,Asst. Director of Agriculture Doddaballapur | Agriculture Officer To-2 | 8277929971
KA_BENGALURU_RURAL_DODDABALLAPUR_319,Karnataka,Bengaluru Rural,Doddaballapur,,RSK,Asst. Director of Agriculture Doddaballapur,RSK Asst. Director of Agriculture Doddaballapur,Agriculture Officer Kasaba,,8277929963,8277929963,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,19,319,Asst. Director of Agriculture Doddaballapur | Agriculture Officer Kasaba | 8277929963
KA_BENGALURU_RURAL_DODDABALLAPUR_323,Karnataka,Bengaluru Rural,Doddaballapur,,RSK,Asst. Director of Agriculture Doddaballapur,RSK Asst. Director of Agriculture Doddaballapur,Agriculture Officer Kanasawadi,,8277929967,8277929967,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,20,323,Asst. Director of Agriculture Doddaballapur | Agriculture Officer Kanasawadi | 8277929967
KA_BENGALURU_RURAL_DODDABALLAPUR_327,Karnataka,Bengaluru Rural,Doddaballapur,,RSK,Asst. Director of Agriculture Doddaballapur,RSK Asst. Director of Agriculture Doddaballapur,Agriculture Officer Doddabelavangala,,8277929972,8277929972,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,21,327,Asst. Director of Agriculture Doddaballapur | Agriculture Officer Doddabelavangala | 8277929972
KA_BENGALURU_RURAL_DODDABALLAPUR_331,Karnataka,Bengaluru Rural,Doddaballapur,,RSK,Asst. Director of Agriculture Doddaballapur,RSK Asst. Director of Agriculture Doddaballapur,Agriculture Officer Tubagere,,8277929969,8277929969,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,22,331,Asst. Director of Agriculture Doddaballapur | Agriculture Officer Tubagere | 8277929969
KA_BENGALURU_RURAL_DODDABALLAPUR_335,Karnataka,Bengaluru Rural,Doddaballapur,,RSK,Asst. Director of Agriculture Doddaballapur,RSK Asst. Director of Agriculture Doddaballapur,Agriculture Officer Kasaba,,8277929968,8277929968,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,23,335,Asst. Director of Agriculture Doddaballapur | Agriculture Officer Kasaba | 8277929968
KA_BENGALURU_RURAL_DODDABALLAPUR_339,Karnataka,Bengaluru Rural,Doddaballapur,,RSK,Asst. Director of Agriculture Doddaballapur,RSK Asst. Director of Agriculture Doddaballapur,Agriculture Officer Sasalu,,8277929970,8277929970,Asst. Director of Agriculture Doddaballapur,,VERIFIED_FROM_OFFICIAL_SOURCE,24,339,Asst. Director of Agriculture Doddaballapur | Agriculture Officer Sasalu | 8277929970
KA_BENGALURU_RURAL_HOSKOTE_343,Karnataka,Bengaluru Rural,Hoskote,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Hoskote,Asst. Director of Agriculture Hoskote,,8884006419,8884006419,Asst. Director of Agriculture Hoskote,,VERIFIED_FROM_OFFICIAL_SOURCE,25,343,Asst. Director of Agriculture Hoskote | Asst. Director of Agriculture Hoskote | 8884006419
KA_BENGALURU_RURAL_HOSKOTE_347,Karnataka,Bengaluru Rural,Hoskote,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Hoskote,"Agriculture Officer To-1, Anugondanahalli",,8277930050,8277930050,Asst. Director of Agriculture Hoskote,,VERIFIED_FROM_OFFICIAL_SOURCE,26,347,"Asst. Director of Agriculture Hoskote | Agriculture Officer To-1, Anugondanahalli | 8277930050"
KA_BENGALURU_RURAL_HOSKOTE_351,Karnataka,Bengaluru Rural,Hoskote,,RSK,Asst. Director of Agriculture Hoskote,RSK Asst. Director of Agriculture Hoskote,Agriculture Officer To-2 Kasaba,,8277934029,8277934029,Asst. Director of Agriculture Hoskote,,VERIFIED_FROM_OFFICIAL_SOURCE,27,351,Asst. Director of Agriculture Hoskote | Agriculture Officer To-2 Kasaba | 8277934029
KA_BENGALURU_RURAL_HOSKOTE_355,Karnataka,Bengaluru Rural,Hoskote,,RSK,Asst. Director of Agriculture Hoskote,RSK Asst. Director of Agriculture Hoskote,"Agriculture Officer ,sulibele",,8277934037,8277934037,Asst. Director of Agriculture Hoskote,,VERIFIED_FROM_OFFICIAL_SOURCE,28,355,"Asst. Director of Agriculture Hoskote | Agriculture Officer ,sulibele | 8277934037"
KA_BENGALURU_RURAL_HOSKOTE_359,Karnataka,Bengaluru Rural,Hoskote,,RSK,Asst. Director of Agriculture Hoskote,RSK Asst. Director of Agriculture Hoskote,"Agriculture Officer , Nandagudi",,,,Asst. Director of Agriculture Hoskote,,VERIFIED_FROM_OFFICIAL_SOURCE,29,359,"Asst. Director of Agriculture Hoskote | Agriculture Officer , Nandagudi"
KA_BENGALURU_RURAL_HOSKOTE_362,Karnataka,Bengaluru Rural,Hoskote,,RSK,Asst. Director of Agriculture Hoskote,RSK Asst. Director of Agriculture Hoskote,"Agriculture Officer ,Jadigenahalli",,,,Asst. Director of Agriculture Hoskote,,VERIFIED_FROM_OFFICIAL_SOURCE,30,362,"Asst. Director of Agriculture Hoskote | Agriculture Officer ,Jadigenahalli"
KA_BENGALURU_RURAL_NELAMANGALA_365,Karnataka,Bengaluru Rural,Nelamangala,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Nelamangala,Asst. Director of Agriculture Nelamangala,,8884006610,8884006610,Asst. Director of Agriculture Nelamangala,,VERIFIED_FROM_OFFICIAL_SOURCE,31,365,Asst. Director of Agriculture Nelamangala | Asst. Director of Agriculture Nelamangala | 8884006610
KA_BENGALURU_RURAL_NELAMANGALA_369,Karnataka,Bengaluru Rural,Nelamangala,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Nelamangala,Agriculture Officer To-1,,8277934010,8277934010,Asst. Director of Agriculture Nelamangala,,VERIFIED_FROM_OFFICIAL_SOURCE,32,369,Asst. Director of Agriculture Nelamangala | Agriculture Officer To-1 | 8277934010
KA_BENGALURU_RURAL_NELAMANGALA_373,Karnataka,Bengaluru Rural,Nelamangala,,RSK,Asst. Director of Agriculture Nelamangala,RSK Asst. Director of Agriculture Nelamangala,Agriculture Officer Sompura,,8277934015,8277934015,Asst. Director of Agriculture Nelamangala,,VERIFIED_FROM_OFFICIAL_SOURCE,33,373,Asst. Director of Agriculture Nelamangala | Agriculture Officer Sompura | 8277934015
KA_BENGALURU_RURAL_NELAMANGALA_377,Karnataka,Bengaluru Rural,Nelamangala,,RSK,Asst. Director of Agriculture Nelamangala,RSK Asst. Director of Agriculture Nelamangala,Agriculture Officer Tymagondalu,,8277934008,8277934008,Asst. Director of Agriculture Nelamangala,,VERIFIED_FROM_OFFICIAL_SOURCE,34,377,Asst. Director of Agriculture Nelamangala | Agriculture Officer Tymagondalu | 8277934008
KA_BENGALURU_RURAL_NELAMANGALA_381,Karnataka,Bengaluru Rural,Nelamangala,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Nelamangala,Asst. Agriculture Officer,,,,Asst. Director of Agriculture Nelamangala,,VERIFIED_FROM_OFFICIAL_SOURCE,35,381,Asst. Director of Agriculture Nelamangala | Asst. Agriculture Officer
KA_BENGALURU_RURAL_NELAMANGALA_384,Karnataka,Bengaluru Rural,Nelamangala,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Nelamangala,Agriculture Officer To-2,,,,Asst. Director of Agriculture Nelamangala,,VERIFIED_FROM_OFFICIAL_SOURCE,36,384,Asst. Director of Agriculture Nelamangala | Agriculture Officer To-2
KA_BENGALURU_RURAL_NELAMANGALA_387,Karnataka,Bengaluru Rural,Nelamangala,,RSK,Asst. Director of Agriculture Nelamangala,RSK Asst. Director of Agriculture Nelamangala,Asst. Agriculture Officer Kasaba,,8277934011,8277934011,Asst. Director of Agriculture Nelamangala,,VERIFIED_FROM_OFFICIAL_SOURCE,37,387,Asst. Director of Agriculture Nelamangala | Asst. Agriculture Officer Kasaba | 8277934011
KA_BENGALURU_URBAN_BENGALURU_URBAN_396,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",JDA,,8277929861,8277929861,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,1,396,"O/o JDA Office, Banashankari Bangalore | JDA | 8277929861"
KA_BENGALURU_URBAN_BENGALURU_URBAN_400,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",ADA (Hq),,8277929920,8277929920,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,2,400,"O/o JDA Office, Banashankari Bangalore | ADA (Hq) | 8277929920"
KA_BENGALURU_URBAN_BENGALURU_URBAN_404,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",ADAM&E),,8277929924,8277929924,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,3,404,"O/o JDA Office, Banashankari Bangalore | ADAM&E) | 8277929924"
KA_BENGALURU_URBAN_BENGALURU_URBAN_408,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",ADA (FW),,8277929923,8277929923,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,4,408,"O/o JDA Office, Banashankari Bangalore | ADA (FW) | 8277929923"
KA_BENGALURU_URBAN_BENGALURU_URBAN_412,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",ADA (Vig-1),,8884006719,8884006719,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,5,412,"O/o JDA Office, Banashankari Bangalore | ADA (Vig-1) | 8884006719"
KA_BENGALURU_URBAN_BENGALURU_URBAN_416,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",TO-1,,8277929925,8277929925,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,6,416,"O/o JDA Office, Banashankari Bangalore | TO-1 | 8277929925"
KA_BENGALURU_URBAN_BENGALURU_URBAN_420,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",TO-3(Inch),,8884006350,8884006350,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,7,420,"O/o JDA Office, Banashankari Bangalore | TO-3(Inch) | 8884006350"
KA_BENGALURU_URBAN_BENGALURU_URBAN_424,Karnataka,Bengaluru Urban,Bengaluru Urban,,DEPARTMENT_OFFICE,,"JDA Office, Banashankari Bangalore",T.A Krushi sanjeevini - Anekal Taluk,,8277934034,8277934034,"O/o JDA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,8,424,"O/o JDA Office, Banashankari Bangalore | T.A Krushi sanjeevini | 8277934034 | Anekal Taluk"
KA_BENGALURU_URBAN_ANEKAL_429,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,"ADA Office, Anekal",ADA,,8277929936,8277929936,"O/o ADA Office, Anekal",,VERIFIED_FROM_OFFICIAL_SOURCE,9,429,"O/o ADA Office, Anekal | ADA | 8277929936"
KA_BENGALURU_URBAN_ANEKAL_433,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,"ADA Office, Anekal",TO-1,,8277929932,8277929932,"O/o ADA Office, Anekal",,VERIFIED_FROM_OFFICIAL_SOURCE,10,433,"O/o ADA Office, Anekal | TO-1 | 8277929932"
KA_BENGALURU_URBAN_ANEKAL_437,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,"ADA Office, Anekal",AO,,8277929945,8277929945,"O/o ADA Office, Anekal",,VERIFIED_FROM_OFFICIAL_SOURCE,11,437,"O/o ADA Office, Anekal | AO | 8277929945"
KA_BENGALURU_URBAN_ANEKAL_441,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,"ADA Office, Anekal",AO,,8277929950,8277929950,"O/o ADA Office, Anekal",,VERIFIED_FROM_OFFICIAL_SOURCE,12,441,"O/o ADA Office, Anekal | AO | 8277929950"
KA_BENGALURU_URBAN_ANEKAL_445,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,"ADA Office, Anekal",AO - DATC RK SHALA,,8277929949,8277929949,"O/o ADA Office, Anekal",,VERIFIED_FROM_OFFICIAL_SOURCE,13,445,"O/o ADA Office, Anekal | AO | 8277929949 | DATC RK SHALA"
KA_BENGALURU_URBAN_ANEKAL_450,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,DATC RK SHALA,ADA,,8277929958,8277929958,DATC RK SHALA,,VERIFIED_FROM_OFFICIAL_SOURCE,14,450,DATC RK SHALA | ADA | 8277929958
KA_BENGALURU_URBAN_ANEKAL_454,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,DATC RK SHALA,ADA (FW),,8277929851,8277929851,DATC RK SHALA,,VERIFIED_FROM_OFFICIAL_SOURCE,15,454,DATC RK SHALA | ADA (FW) | 8277929851
KA_BENGALURU_URBAN_ANEKAL_458,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,DATC RK SHALA,AO,,8277934030,8277934030,DATC RK SHALA,,VERIFIED_FROM_OFFICIAL_SOURCE,16,458,DATC RK SHALA | AO | 8277934030
KA_BENGALURU_URBAN_ANEKAL_462,Karnataka,Bengaluru Urban,Anekal,,DEPARTMENT_OFFICE,,DATC RK SHALA,AO - Bangalore North Taluk,,8884006357,8884006357,DATC RK SHALA,,VERIFIED_FROM_OFFICIAL_SOURCE,17,462,DATC RK SHALA | AO | 8884006357 | Bangalore North Taluk
KA_BENGALURU_URBAN_BANGALORE_NORTH_467,Karnataka,Bengaluru Urban,Bangalore North,,DEPARTMENT_OFFICE,,"ADA Office, Bangalore North",ADA,,8277929975,8277929975,"O/o ADA Office, Bangalore North",,VERIFIED_FROM_OFFICIAL_SOURCE,18,467,"O/o ADA Office, Bangalore North | ADA | 8277929975"
KA_BENGALURU_URBAN_BANGALORE_NORTH_471,Karnataka,Bengaluru Urban,Bangalore North,,DEPARTMENT_OFFICE,,"ADA Office, Bangalore North",AO(TO-1),,8277929978,8277929978,"O/o ADA Office, Bangalore North",,VERIFIED_FROM_OFFICIAL_SOURCE,19,471,"O/o ADA Office, Bangalore North | AO(TO-1) | 8277929978"
KA_BENGALURU_URBAN_BANGALORE_NORTH_475,Karnataka,Bengaluru Urban,Bangalore North,,DEPARTMENT_OFFICE,,"ADA Office, Bangalore North",AO(TO-2),,8277929985,8277929985,"O/o ADA Office, Bangalore North",,VERIFIED_FROM_OFFICIAL_SOURCE,20,475,"O/o ADA Office, Bangalore North | AO(TO-2) | 8277929985"
KA_BENGALURU_URBAN_BANGALORE_NORTH_479,Karnataka,Bengaluru Urban,Bangalore North,,DEPARTMENT_OFFICE,,"ADA Office, Bangalore North","AO,",,8277929980,8277929980,"O/o ADA Office, Bangalore North",,VERIFIED_FROM_OFFICIAL_SOURCE,21,479,"O/o ADA Office, Bangalore North | AO, | 8277929980"
KA_BENGALURU_URBAN_BANGALORE_NORTH_483,Karnataka,Bengaluru Urban,Bangalore North,,DEPARTMENT_OFFICE,,"ADA Office, Bangalore North",AAO,,8277929981,8277929981,"O/o ADA Office, Bangalore North",,VERIFIED_FROM_OFFICIAL_SOURCE,22,483,"O/o ADA Office, Bangalore North | AAO | 8277929981"
KA_BENGALURU_URBAN_BANGALORE_NORTH_487,Karnataka,Bengaluru Urban,Bangalore North,,DEPARTMENT_OFFICE,,"ADA Office, Bangalore North",AAO,,8277929976,8277929976,"O/o ADA Office, Bangalore North",,VERIFIED_FROM_OFFICIAL_SOURCE,23,487,"O/o ADA Office, Bangalore North | AAO | 8277929976"
KA_BENGALURU_URBAN_BANGALORE_NORTH_491,Karnataka,Bengaluru Urban,Bangalore North,,DEPARTMENT_OFFICE,,"ADA Office, Bangalore North",AO - PRAL Bangalore,,8277929983,8277929983,"O/o ADA Office, Bangalore North",,VERIFIED_FROM_OFFICIAL_SOURCE,24,491,"O/o ADA Office, Bangalore North | AO | 8277929983 | PRAL Bangalore"
KA_BENGALURU_URBAN_BANASHANKARI_BANGALORE_496,Karnataka,Bengaluru Urban,Banashankari Bangalore,,DEPARTMENT_OFFICE,,"ADA Office, Banashankari Bangalore",ADA,,8884006322,8884006322,"O/o ADA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,25,496,"O/o ADA Office, Banashankari Bangalore | ADA | 8884006322"
KA_BENGALURU_URBAN_BANASHANKARI_BANGALORE_500,Karnataka,Bengaluru Urban,Banashankari Bangalore,,DEPARTMENT_OFFICE,,"ADA Office, Banashankari Bangalore",AO,,8884006350,8884006350,"O/o ADA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,26,500,"O/o ADA Office, Banashankari Bangalore | AO | 8884006350"
KA_BENGALURU_URBAN_BANASHANKARI_BANGALORE_504,Karnataka,Bengaluru Urban,Banashankari Bangalore,,DEPARTMENT_OFFICE,,"ADA Office, Banashankari Bangalore",AO,,8884006341,8884006341,"O/o ADA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,27,504,"O/o ADA Office, Banashankari Bangalore | AO | 8884006341"
KA_BENGALURU_URBAN_BANASHANKARI_BANGALORE_508,Karnataka,Bengaluru Urban,Banashankari Bangalore,,DEPARTMENT_OFFICE,,"ADA Office, Banashankari Bangalore",AO,,8884006345,8884006345,"O/o ADA Office, Banashankari Bangalore",,VERIFIED_FROM_OFFICIAL_SOURCE,28,508,"O/o ADA Office, Banashankari Bangalore | AO | 8884006345"
KA_BELAGAVI_BELAGAVI_517,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",JDA,,8277934039,8277934039,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,1,517,"JDA, BELAGAVI | JDA | 8277934039"
KA_BELAGAVI_BELAGAVI_521,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",ADA (ENF),,8277930317,8277930317,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,2,521,"JDA, BELAGAVI | ADA (ENF) | 8277930317"
KA_BELAGAVI_BELAGAVI_525,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",ADA,,8277934049,8277934049,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,3,525,"JDA, BELAGAVI | ADA | 8277934049"
KA_BELAGAVI_BELAGAVI_529,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",ADA (HQ),,8277930071,8277930071,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,4,529,"JDA, BELAGAVI | ADA (HQ) | 8277930071"
KA_BELAGAVI_BELAGAVI_533,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",ADA (ENF),,8277934250,8277934250,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,5,533,"JDA, BELAGAVI | ADA (ENF) | 8277934250"
KA_BELAGAVI_BELAGAVI_537,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",ADA (M&E),,8277934055,8277934055,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,6,537,"JDA, BELAGAVI | ADA (M&E) | 8277934055"
KA_BELAGAVI_BELAGAVI_541,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",ADA (FW),,8277934048,8277934048,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,7,541,"JDA, BELAGAVI | ADA (FW) | 8277934048"
KA_BELAGAVI_BELAGAVI_545,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",AO (T-1),,8277934291,8277934291,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,8,545,"JDA, BELAGAVI | AO (T-1) | 8277934291"
KA_BELAGAVI_BELAGAVI_549,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",AO (T-2),,8277927879,8277927879,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,9,549,"JDA, BELAGAVI | AO (T-2) | 8277927879"
KA_BELAGAVI_BELAGAVI_553,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",Agriculture Officer,,,,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,10,553,"JDA, BELAGAVI"
KA_BELAGAVI_BELAGAVI_555,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"JDA, BELAGAVI",Agriculture Officer,,,,"JDA, BELAGAVI",,VERIFIED_FROM_OFFICIAL_SOURCE,11,555,"JDA, BELAGAVI"
KA_BELAGAVI_BELAGAVI_557,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"DATC,Arabhavi",ADA,,8277930369,8277930369,"DATC,Arabhavi",,VERIFIED_FROM_OFFICIAL_SOURCE,1,557,"DATC,Arabhavi | ADA | 8277930369"
KA_BELAGAVI_BELAGAVI_561,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"DATC,Arabhavi",A.O,,8277934169,8277934169,"DATC,Arabhavi",,VERIFIED_FROM_OFFICIAL_SOURCE,2,561,"DATC,Arabhavi | A.O | 8277934169"
KA_BELAGAVI_BELAGAVI_565,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"DATC,Arabhavi",A.O,,8277934215,8277934215,"DATC,Arabhavi",,VERIFIED_FROM_OFFICIAL_SOURCE,3,565,"DATC,Arabhavi | A.O | 8277934215"
KA_BELAGAVI_BELAGAVI_569,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,"DATC,Arabhavi",A.O,,8277934168,8277934168,"DATC,Arabhavi",,VERIFIED_FROM_OFFICIAL_SOURCE,4,569,"DATC,Arabhavi | A.O | 8277934168"
KA_BELAGAVI_BELAGAVI_573,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,DDA-2 Chikkodi,DDA,,8884003494,8884003494,DDA-2 Chikkodi,,VERIFIED_FROM_OFFICIAL_SOURCE,1,573,DDA-2 Chikkodi | DDA | 8884003494
KA_BELAGAVI_BELAGAVI_577,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,DDA-2 Chikkodi,A.O (T-1),,8884003471,8884003471,DDA-2 Chikkodi,,VERIFIED_FROM_OFFICIAL_SOURCE,2,577,DDA-2 Chikkodi | A.O (T-1) | 8884003471
KA_BELAGAVI_BELAGAVI_581,Karnataka,Belagavi,Belagavi,,DEPARTMENT_OFFICE,,DDA-2 Chikkodi,A.O (T-2),,8277930321,8277930321,DDA-2 Chikkodi,,VERIFIED_FROM_OFFICIAL_SOURCE,3,581,DDA-2 Chikkodi | A.O (T-2) | 8277930321
KA_BELAGAVI_ATHANI_585,Karnataka,Belagavi,ATHANI,,DEPARTMENT_OFFICE,,ADA - ATHANI,ADA,,8277934081,8277934081,ADA - ATHANI,,VERIFIED_FROM_OFFICIAL_SOURCE,1,585,ADA - ATHANI | ADA | 8277934081
KA_BELAGAVI_ATHANI_589,Karnataka,Belagavi,ATHANI,,DEPARTMENT_OFFICE,,ADA - ATHANI,A.O (T-1),,8277927979,8277927979,ADA - ATHANI,,VERIFIED_FROM_OFFICIAL_SOURCE,2,589,ADA - ATHANI | A.O (T-1) | 8277927979
KA_BELAGAVI_ATHANI_593,Karnataka,Belagavi,ATHANI,,DEPARTMENT_OFFICE,,ADA - ATHANI,A.O (T-2),,8277934060,8277934060,ADA - ATHANI,,VERIFIED_FROM_OFFICIAL_SOURCE,3,593,ADA - ATHANI | A.O (T-2) | 8277934060
KA_BELAGAVI_ATHANI_597,Karnataka,Belagavi,ATHANI,,DEPARTMENT_OFFICE,,ADA - ATHANI,A.O,,8277927867,8277927867,ADA - ATHANI,,VERIFIED_FROM_OFFICIAL_SOURCE,4,597,ADA - ATHANI | A.O | 8277927867
KA_BELAGAVI_ATHANI_601,Karnataka,Belagavi,ATHANI,,DEPARTMENT_OFFICE,,ADA - ATHANI,A.O,,8277927928,8277927928,ADA - ATHANI,,VERIFIED_FROM_OFFICIAL_SOURCE,5,601,ADA - ATHANI | A.O | 8277927928
